Timestamp;Game Type;Auction Round;Winner;Artist;Amount Paid
2020-01-23 15:27:31.873546;value;135;flat_bot_10-2;Rembrandt;2
2020-01-23 15:27:31.873546;value;136;flat_bot_10-2;Rembrandt;1
2020-01-23 15:27:31.873546;value;137;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;138;flat_bot_10-2;Rembrandt;3
2020-01-23 15:27:31.873546;value;139;flat_bot_10-2;Picasso;3
2020-01-23 15:27:31.873546;value;140;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;141;flat_bot_10-2;Van Gogh;1
2020-01-23 15:27:31.873546;value;142;flat_bot_10-2;Da Vinci;3
2020-01-23 15:27:31.873546;value;143;flat_bot_10-2;Picasso;1
2020-01-23 15:27:31.873546;value;144;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;145;flat_bot_10-2;Picasso;1
2020-01-23 15:27:31.873546;value;146;flat_bot_10-2;Da Vinci;5
2020-01-23 15:27:31.873546;value;147;flat_bot_10-2;Picasso;1
2020-01-23 15:27:31.873546;value;148;flat_bot_10-2;Rembrandt;4
2020-01-23 15:27:31.873546;value;149;flat_bot_10-2;Da Vinci;3
2020-01-23 15:27:31.873546;value;150;flat_bot_10-2;Van Gogh;5
2020-01-23 15:27:31.873546;value;151;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;152;flat_bot_10-2;Picasso;2
2020-01-23 15:27:31.873546;value;153;flat_bot_10-2;Van Gogh;4
2020-01-23 15:27:31.873546;value;154;flat_bot_10-2;Rembrandt;3
2020-01-23 15:27:31.873546;value;155;flat_bot_10-2;Picasso;4
2020-01-23 15:27:31.873546;value;156;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;157;flat_bot_10-2;Rembrandt;2
2020-01-23 15:27:31.873546;value;158;flat_bot_10-2;Van Gogh;2
2020-01-23 15:27:31.873546;value;159;flat_bot_10-2;Van Gogh;0
2020-01-23 15:27:31.873546;value;160;flat_bot_10-2;Van Gogh;0
2020-01-23 15:27:31.873546;value;161;flat_bot_10-2;Picasso;5
2020-01-23 15:27:31.873546;value;162;flat_bot_10-2;Picasso;4
2020-01-23 15:27:31.873546;value;163;flat_bot_10-2;Van Gogh;1
2020-01-23 15:27:31.873546;value;164;flat_bot_10-2;Picasso;5
2020-01-23 15:27:31.873546;value;165;flat_bot_10-2;Rembrandt;5
2020-01-23 15:27:31.873546;value;166;flat_bot_10-2;Van Gogh;2
2020-01-23 15:27:31.873546;value;167;flat_bot_10-2;Van Gogh;2
2020-01-23 15:27:31.873546;value;168;flat_bot_10-2;Picasso;1
2020-01-23 15:27:31.873546;value;169;flat_bot_10-2;Picasso;1
2020-01-23 15:27:31.873546;value;170;flat_bot_10-2;Picasso;4
2020-01-23 15:27:31.873546;value;171;flat_bot_10-2;Picasso;4
2020-01-23 15:27:31.873546;value;172;flat_bot_10-2;Rembrandt;1
2020-01-23 15:27:31.873546;value;173;flat_bot_10-2;Van Gogh;3
2020-01-23 15:27:31.873546;value;174;flat_bot_10-2;Da Vinci;0
2020-01-23 15:27:31.873546;value;175;flat_bot_10-2;Van Gogh;5
2020-01-23 15:27:31.873546;value;176;flat_bot_10-2;Rembrandt;0
2020-01-23 15:27:31.873546;value;177;flat_bot_10-2;Van Gogh;4
2020-01-23 15:27:31.873546;value;178;flat_bot_10-2;Van Gogh;0
2020-01-23 15:27:31.873546;value;179;flat_bot_10-2;Da Vinci;4
2020-01-23 15:27:31.873546;value;180;flat_bot_10-2;Picasso;3
2020-01-23 15:27:31.873546;value;181;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;182;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;183;flat_bot_10-2;Rembrandt;4
2020-01-23 15:27:31.873546;value;184;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;185;flat_bot_10-2;Rembrandt;4
2020-01-23 15:27:31.873546;value;186;flat_bot_10-2;Picasso;4
2020-01-23 15:27:31.873546;value;187;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;188;flat_bot_10-2;Rembrandt;1
2020-01-23 15:27:31.873546;value;189;flat_bot_10-2;Picasso;2
2020-01-23 15:27:31.873546;value;190;flat_bot_10-2;Van Gogh;0
2020-01-23 15:27:31.873546;value;191;flat_bot_10-2;Rembrandt;2
2020-01-23 15:27:31.873546;value;192;flat_bot_10-2;Rembrandt;5
2020-01-23 15:27:31.873546;value;193;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;194;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;195;flat_bot_10-2;Van Gogh;1
2020-01-23 15:27:31.873546;value;196;flat_bot_10-2;Picasso;1
2020-01-23 15:27:31.873546;value;197;flat_bot_10-2;Van Gogh;1
2020-01-23 15:27:31.873546;value;198;flat_bot_10-2;Da Vinci;1
2020-01-23 15:27:31.873546;value;199;flat_bot_10-2;Da Vinci;3
2020-01-23 15:27:31.873546;value;200;flat_bot_10-2;Da Vinci;2
2020-01-23 15:30:21.931397;value;1;random_bot-3;Van Gogh;50
2020-01-23 15:30:21.931397;value;2;random_bot-3;Rembrandt;50
